name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
فارسي سيفين – Farsi Seven                  , سكني,"منطقة مكة المكرمة, جدة",502493300.0,1702.0,286456.0,477481.0,,1
الرابية – Al Rabia                  , سكني,"منطقة الرياض, الرياض",,1133.0,732297.0,1159997.0,,0
ضاحية مرفيلا – Marvela                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مدينة الزاهرة بجدة                  , سكني,"منطقة مكة المكرمة, جدة",1000000000.0,,286456.0,477481.0,,0
ضيافة المتحدة – Dyafa Al Mutahida                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مجمع وادي قرطبة السكني – Wohn- und Parkanlage Wadi Qortuba                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
إسكان خيبر – Khaybar Housing                  , سكني,منطقة المدينة المنورة,,,75446.0,74821.0,,0
برج جدة – Jeddah Tower                  , سكني,"منطقة مكة المكرمة, جدة",4600000000.0,2831.0,286456.0,477481.0,,1
جراند حياة جدة – Grand Hyatt Jeddah                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
أبراج اورسيات السكنية – ORSYAT Residential Towers                  , سكني,"المنطقة الشرقية, الخبر",,1096.0,188521.0,598525.0,,0
برج الرياض – Riyadh Tower                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
بحيرات الخبر – Khobar Lakes                  , سكني,"المنطقة الشرقية, الظهران",4600000000.0,,188521.0,598525.0,,0
برج فيلاز إن ذا سكاي – VILLAS IN THE SKY – KAFD                  , سكني,"منطقة الرياض, الرياض",,1825.0,732297.0,1159997.0,,0
اللاندمارك الرياض – The Landmark Riyadh                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
منتجع الوصيل الرياض –  Al Waseel Resort Riyadh                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مدينة المارينا – Marina City                  , سكني,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
إسكان أعضاء هيئة التدريس بجامعة القصيم – Establish faculty ho...                  , سكني,"منطقة القصيم, بريدة",681673752.0,1096.0,78901.0,59468.0,,1
إسكان الحرس الوطني بالمدينة المنورة – National Guard Housing Ma...                  , سكني,"منطقة المدينة المنورة, المدينة المنورة",1523418000.0,,75446.0,74821.0,,0
مارينا دارين -Dareen Marina                  , سكني,"المنطقة الشرقية, الجبيل الصناعية",1500000000.0,1855.0,188521.0,598525.0,,1
الضاحية السكنية بخليج سلمان – Salman Housing                  , سكني,"منطقة مكة المكرمة, جدة",,3206.0,286456.0,477481.0,,0
ضاحية أم الجود – UMM AL JOUD                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
ضاحية منال – Manal Suburb                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
ميراج السعودية – Saudi Mirage                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
تلال الوصيل – إسكان موظفي سابك – SABIC Riyadh Compound                  , سكني,"منطقة الرياض, الرياض",2094000000.0,1527.0,732297.0,1159997.0,,1
برج رافال – Burj Rafal                  , سكني,"منطقة الرياض, الرياض",1850000000.0,1096.0,732297.0,1159997.0,,1
تطوير جبل عمر (JODC)                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",33100000000.0,,286456.0,477481.0,,0
فلل دار الجوار  – Dar Al Jewar                  , سكني,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
تلال النسيم بمكة المكرمة – Naseem in Makkah                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
خليج الدانة في الخبر – Dana Bay in Al Khobar                  , سكني,"المنطقة الشرقية, الخبر",4000000000.0,,188521.0,598525.0,,0
تطوير مجمع الكعكي – The Kaaki Development                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",,3074.0,286456.0,477481.0,,0
ابراج الراشد السكنية في الخبر – Al Rashid Residence Towers Khobar...                  , سكني,"المنطقة الشرقية, الخبر",,1841.0,188521.0,598525.0,,0
فندق برج داماك باراماونت – DAMAC Towers by Paramount Hotels & Resort...                  , سكني,"منطقة الرياض, الرياض",,1702.0,732297.0,1159997.0,,0
غولدن تاور – Golden Tower                  , سكني,"منطقة مكة المكرمة, جدة",,1520.0,286456.0,477481.0,,0
أوقاف جامعة الملك سعود – King Saud University – Awqaf                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
إسكان المدينة المنورة – Housing in Madinah                  , سكني,"منطقة المدينة المنورة, المدينة المنورة",182000000.0,,75446.0,74821.0,,0
اسكان الطائف – Taif Housing                  , سكني,"منطقة مكة المكرمة, الطائف",,,286456.0,477481.0,,0
مستشفى الميقات العام – Meeqat General Hospital                  , سكني,"منطقة المدينة المنورة, المدينة المنورة",416000000.0,1445.0,75446.0,74821.0,,1
رافال ريزيدنس – Rafal Residence                  , سكني,"منطقة الرياض, الرياض",165000000.0,1218.0,732297.0,1159997.0,,1
بوابة مكة – Makkah Gate                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مدينة المعرفة الاقتصادية – Knowledge Economic City                  , سكني,"منطقة المدينة المنورة, المدينة المنورة",25000000000.0,5479.0,75446.0,74821.0,,1
إسكان المجمعة – Al Majmaa Housing                  , سكني,"منطقة الرياض, المجمعة",,,732297.0,1159997.0,,0
المدينة الهجومية بالحرس الوطني – Building of Combat Training City...                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
قلب جدة – Heart of Jeddah                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
أسواق جدة ومجمع سكني – Jeddah Souks                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مسكن البنك الإسلامي للتنمية – Islamic Development Bank Building                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
واجهة اجدان البحرية – Ajdan Water Front                  , سكني,"المنطقة الشرقية, الخبر",,1463.0,188521.0,598525.0,,0
جي ون – J One                  , سكني,"منطقة مكة المكرمة, جدة",,756.0,286456.0,477481.0,,0
برج المجلس – Almajlis Tower                  , سكني,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
برج اليجانس‬ – Elegance Tower                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
ابراج السواري السكنية في الخبر                  , سكني,"المنطقة الشرقية, الخبر",300000000.0,1441.0,188521.0,598525.0,,1
رافال سكاي جاردنز – Rafal Sky Gardens                  , سكني,"منطقة الرياض, الرياض",800000000.0,937.0,732297.0,1159997.0,,1
الشعيل سنتر – AL-Shuail Center                  , سكني,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
أبراج بيات بلازا – Bayat Plaza Towers                  , سكني,"منطقة مكة المكرمة, جدة",500000000.0,,286456.0,477481.0,,1
ضاحية سمايا الرياض – SAMAYA RIYADH                  , سكني,"منطقة الرياض, الرياض",1000000000.0,,732297.0,1159997.0,,0
طريق الملك عبدالعزيز بمكة المكرمة – KAAR                  , سكني,"مكة المكرمة, منطقة مكة المكرمة",6400000000.0,7638.0,286456.0,477481.0,,0
الرائدة المدينة الرقمية – AlRAIDAH Digital City                  , سكني,"منطقة الرياض, الرياض",6200000000.0,,732297.0,1159997.0,,1
تطوير مكتبة دار العلوم – Dar Al Uloum Development                  , علمي,"منطقة الجوف, سكاكا",,,19371.0,9482.0,,0
مركز الأبحاث – Think Tank                  , علمي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
مجمع التكنولوجيا والثقافة – Technology and Culture Aggregator                  , علمي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
مكتبة الحرم – Al Haram Library                  , علمي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
حي الابتكار – Innovation District                  , علمي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
واحة التقنية – Taif Techno Valley                  , علمي,"منطقة مكة المكرمة, الطائف",1000000000.0,,286456.0,477481.0,,0
استدامة – Estidamah                  , علمي,"منطقة الرياض, الرياض",121000000.0,821.0,732297.0,1159997.0,,1
مركز ومدرسة الفنون بالدرعية – Addiriyah arts centre and art school...                  , علمي,"منطقة الرياض, الدرعية",80000000.0,,732297.0,1159997.0,,0
معهد الامير سلطان لأبحاث التقنيات المتقدمة – Prince Sulta...                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز القصيم العلمي – Al Qassim Science Center                  , علمي,"منطقة القصيم, عنيزة",50000000.0,,78901.0,59468.0,,0
جامعة الأعمال والتكنلوجيا – University of Business and Technology                  , علمي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
الاكاديمية السعودية للطياران – Saudi Aviation Flight Academy                  , علمي,منطقة الرياض,50000000.0,,732297.0,1159997.0,,0
كلية الجبيل الجامعية                  , علمي,"الجبيل, الجبيل الصناعية",,1600.0,368638.28018867923,622155.975,,0
موطن الإبتكار من مبادارات سابك                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مشروع محطة تحلية المياه بالطاقة الشمسية في الخفجي                  , علمي,"المنطقة الشرقية, الخفجي",550000000.0,733.0,188521.0,598525.0,,1
وادي الرياض للتقنية                  , علمي,"منطقة الرياض, الرياض",100000000.0,,732297.0,1159997.0,,0
مركز الأبحاث الطبية بجامعة الملك سعود                  , علمي,"منطقة الرياض, الدرعية",,,732297.0,1159997.0,,0
مقر وزارة التجارة و الاستثمار والجهات التابعة لها (بار�...                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
جامعة الملك عبدالله للعلوم والتقنية                  , علمي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",10000000000.0,703.0,286456.0,477481.0,,1
مدينة الملك عبدالله للطاقة الذرية والمتجددة                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مدينة الملك عبد الله الاقتصادية – KAEC                  , علمي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",375000000000.0,9495.0,286456.0,477481.0,,0
كليات الريان الأهلية                  , علمي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
معهد الملك عبدالله لتنقية النانو                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مركز سابك لتطوير تطبيقات البلاستيك                  , علمي,"منطقة الرياض, الرياض",,660.0,732297.0,1159997.0,,0
مركز الأمير نايف لأبحاث العلوم الصحية                  , علمي,"منطقة الرياض, الرياض",,731.0,732297.0,1159997.0,,0
المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...                  , علمي,"المنطقة الشرقية, الأحساء",,2358.0,188521.0,598525.0,,0
جامعة الملك سعود بن عبد العزيز للعلوم الصحية بجدة – K...                  , علمي,"منطقة مكة المكرمة, جدة",,2661.0,286456.0,477481.0,,0
مقر المؤسسة العربية للاتصالات الفضائية (عربسات) – Arab...                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
واحة الملك سلمان للعلوم – King Salman Science Oasis                  , علمي,"منطقة الرياض, الرياض",,2191.0,732297.0,1159997.0,,0
مستشفى الملك فيصل التخصصي و مركز الابحاث جدة – King Faisa...                  , علمي,"منطقة مكة المكرمة, جدة",1770420638.0,,286456.0,477481.0,,0
مركز قباء الحضاري – Quba Center                  , علمي,"منطقة المدينة المنورة, المدينة المنورة",,,75446.0,74821.0,,0
النادي الأدبي الثقافي -Literary Club of Hail                  , علمي,"منطقة حائل, حائل",23500000.0,,43636.0,17276.0,,1
تطوير حي الطريف التاريخي – The Atturaif Development                  , علمي,"منطقة الرياض, الدرعية",394000000.0,2314.0,732297.0,1159997.0,,1
أوقاف جامعة الملك سعود – King Saud University – Awqaf                  , علمي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
وادي مكة للتقنية – Wadi Makkah                  , علمي,"مكة المكرمة, منطقة مكة المكرمة",4000000000.0,3653.0,286456.0,477481.0,,1
مركز الملك عبدالعزيز الثقافي العالمي – King Abdulaziz Centre f...                  , علمي,"المنطقة الشرقية, الظهران",1600000000.0,2227.0,188521.0,598525.0,,1
مركز أبحاث التقنية الحيوية في ‫مدينة الملك عبدالعزيز �...                  , علمي,"منطقة الرياض, الرياض",,630.0,732297.0,1159997.0,,0
الرائدة المدينة الرقمية – AlRAIDAH Digital City                  , علمي,"منطقة الرياض, الرياض",6200000000.0,,732297.0,1159997.0,,1
مركز الملك عبد الله للدراسات والبحوث البترولية – KAPSA...                  , علمي,"منطقة الرياض, الرياض",2000000000.0,1589.0,732297.0,1159997.0,,1
واحة بن زقر اللوجستية – Binzagr logistics park                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,547.0,286456.0,477481.0,,0
أنابيب نقل أكسيد الإيثلين وأكسيد البروبلين – Ethylene Oxi...                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",,,188521.0,598525.0,,0
مصنع رفد الصناعة للأنابيب – Rifd Industry Pipe Factory                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",53000000.0,637.0,188521.0,598525.0,,1
مصنع ايبكس فارما – Apex Pharma                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,761.0,286456.0,477481.0,,0
مصنع البيوتانول – Butanol Plant                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",1938000000.0,1012.0,188521.0,598525.0,,1
المصنع السعودي للفحم البترولي المكلس – Saudi Calcined Petroleu...                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",1500000000.0,914.0,188521.0,598525.0,,1
قرية العبيكان و ماسك – Obeikan & Masic Village                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مصنع أرتك جدة – ARTIC Plant Jeddah                  , صناعي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مصنع أجهزة الحفر العربية – The Arabian Rig Manufacturing                  , صناعي,"المنطقة الشرقية, رأس الخير",,,188521.0,598525.0,,0
مجمع غاز جازان – Jazan Gas Complex                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",27000000000.0,1316.0,52022.0,22115.0,,1
مركز البيانات و الأرشفة البنك الأهلي التجاري – NCB Data...                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",150000000.0,,286456.0,477481.0,,0
مصنع حمض الليمون – Citric Acid Plant                  , صناعي,"منطقة مكة المكرمة, جدة",190000000.0,,286456.0,477481.0,,0
مصانع منتجون ماسك اللوجستية – Factories Montijoon Masic Logistics                  , صناعي,"منطقة مكة المكرمة, جدة",,1187.0,286456.0,477481.0,,0
ثروات لوجستيك سيتي – Tharwat Logistic City                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
صناعية الشمال – North Industrial                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مصنع عصر البذور الزيتية – Yanbu Oil Mill Plant                  , صناعي,"ينبع, منطقة المدينة المنورة",500000000.0,1660.0,368638.28018867923,622155.975,,1
مصنع التيتانيوم الإسفنجي – Titanium Sponge Plant                  , صناعي,"ينبع, منطقة المدينة المنورة",6000000000.0,886.0,368638.28018867923,622155.975,,1
صوامع جازان – Jazan Silos                  , صناعي,"منطقة جازان, جازان",560000000.0,1582.0,52022.0,22115.0,,1
بتروكيماويات بان آسيا – Pan Asia Petrochemicals                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",14250000000.0,,52022.0,22115.0,,0
مصهر الإلمينيت – Ilmenite Smelter Plant                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",2062500000.0,643.0,52022.0,22115.0,,1
مصنع شركة الحبوب السعودية للاعلاف الغذائية – Saudi Grain...                  , صناعي,"منطقة القصيم, بريدة",30000000.0,1856.0,78901.0,59468.0,,1
انيرجيا السعودية – Energya Cables Saudi Arabia                  , صناعي,"منطقة مكة المكرمة, رابغ",1000000000.0,,286456.0,477481.0,,1
مجمع الناغي الصناعي – Naghi Industrial Complex                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
مجمع معادن للفوسفات – Phosphate Complex                  , صناعي,"المنطقة الشرقية, رأس الخير",21000000000.0,2921.0,188521.0,598525.0,,1
مصنع الأصباغ الوطنية – National Paint Factory                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,,286456.0,477481.0,,0
مجمع مصنع الفرسان – Al Forsan Factory Complex                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",120000000.0,,286456.0,477481.0,,0
المناطق اللوجستية مدن 1 – Logistics Parks Modon 1                  , صناعي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مصنع المونيوم – Aluminum Smelter                  , صناعي,"المنطقة الشرقية, رأس الخير",40500000000.0,1582.0,188521.0,598525.0,,1
واحة مدن بالقصيم – Modon Oasis in Al Qassim                  , صناعي,"منطقة القصيم, بريدة",,,78901.0,59468.0,,0
محطة غاز مدين – Midyan Gas Plant                  , صناعي,منطقة تبوك,3000000000.0,,33731.0,22283.0,,0
مصنع شركة الأغذية المبتكرة – The Innovative Food Factory                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",52500000.0,,732297.0,1159997.0,,0
ابن سينا – Ibn Sina                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",1500000000.0,13148.0,188521.0,598525.0,,1
ابن زهر – Ibn Zahr                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",2000000000.0,9131.0,188521.0,598525.0,,1
ابن رشد – Ibn Rushd                  , صناعي,"ينبع, منطقة المدينة المنورة",3500000000.0,1094.0,368638.28018867923,622155.975,,1
ينبت – Yanpet                  , صناعي,"ينبع, منطقة المدينة المنورة",12375000000.0,2191.0,368638.28018867923,622155.975,,1
ناتبت – NATPET                  , صناعي,"ينبع, منطقة المدينة المنورة",802500000.0,1401.0,368638.28018867923,622155.975,,1
ينساب – Yansab                  , صناعي,"ينبع, منطقة المدينة المنورة",20000000000.0,1413.0,368638.28018867923,622155.975,,1
ياسرف – Yasref                  , صناعي,"ينبع, منطقة المدينة المنورة",31875000000.0,1173.0,368638.28018867923,622155.975,,1
مصنع واحة الالياف الزجاجية – Fiber Glass Oasis Plant                  , صناعي,"ينبع, منطقة المدينة المنورة",874000000.0,2524.0,368638.28018867923,622155.975,,1
مصنع روست مايسترو –  Roast Maestro Plant                  , صناعي,"ينبع, منطقة المدينة المنورة",,,368638.28018867923,622155.975,,0
واحة التقنية – Taif Techno Valley                  , صناعي,"منطقة مكة المكرمة, الطائف",1000000000.0,,286456.0,477481.0,,0
صناعية عسفان – Asfan Industrial City                  , صناعي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مجمع الرياض للاستثمار – Riyadh Investment Park                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مصنع العلا المتقدمه للأبواب و النوافذ الخشبيه – Al-Ola...                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",,606.0,732297.0,1159997.0,,0
ذا لوجستكس بارك – The Logistics Park                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
المجموعة الوطنية للاستزراع المائي – National Aquaculture Group...                  , صناعي,"منطقة مكة المكرمة, الليث",,6605.0,286456.0,477481.0,,0
المسبوكات – Almusbokat                  , صناعي,"منطقة مكة المكرمة, جدة",55000000.0,1947.0,286456.0,477481.0,,1
مصنع سامكو – SAMCO Plant                  , صناعي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مصنع إتحاد صناعة العلب المحدودة –  Consolidated Can Manufacturer Co...                  , صناعي,"منطقة مكة المكرمة, جدة",118579500.0,789.0,286456.0,477481.0,,1
مصنع بيبسيكو – Pepsico Plant                  , صناعي,"المنطقة الشرقية, الدمام",,887.0,188521.0,598525.0,,0
مصنع ببسي – Pepsi Mega Plant                  , صناعي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مصنع الشاملة – Shamla Pharmaceutical Plant                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",60000000.0,,286456.0,477481.0,,0
مصنع و مستودع دلة ترين – Dallah Trane Manufacturing & Warehouse                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,259.0,286456.0,477481.0,,0
مصنع مارس – Mars Factory                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",225000000.0,1022.0,286456.0,477481.0,,1
توسعة مصنع سبيماكو الدوائية – Expansion of Spimaco Pharmaceutical Fact...                  , صناعي,"منطقة القصيم, بريدة",123750000.0,490.0,78901.0,59468.0,,1
مصنع سدير فارما – Sudair Pharmaceutical Plant                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",1000000000.0,913.0,732297.0,1159997.0,,1
مصنع العوجان كوكا كولا للمرطبات – Aujan Coca Cola Factory                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",375000000.0,560.0,732297.0,1159997.0,,1
مركز صيانة المحركات النفاثة بجدة  – SAEI Jet Propulsion Center Jed...                  , صناعي,"منطقة مكة المكرمة, جدة",470000000.0,1246.0,286456.0,477481.0,,1
مصنع اسمنت اليمامة الجديد – New Yamama Cement Factory                  , صناعي,"منطقة الرياض, الرياض",4200000000.0,1217.0,732297.0,1159997.0,,1
مبنى مركز التحكم الوطني للطاقة – National control center building...                  , صناعي,"منطقة الرياض, الرياض",150000000.0,1187.0,732297.0,1159997.0,,1
ارامكس – Aramex                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",153000000.0,,286456.0,477481.0,,0
همة لوجيستكس – Himmah Logistics                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,962.0,286456.0,477481.0,,0
مردم نفايات مصفاة ارامكو – Aramco Refinery Landfill                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",,,52022.0,22115.0,,0
مستودع دمسكو وصيدليات الدواء                  , صناعي,"منطقة مكة المكرمة, جدة",260000000.0,,286456.0,477481.0,,0
مستودع دمسكو و صيدليات الدواء – DMSCO Warehouse                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",190000000.0,820.0,732297.0,1159997.0,,1
مستودع فلو – Flow Warehouse                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",100000000.0,726.0,286456.0,477481.0,,1
وحدات التخزين والمصانع الجاهزة – Warehouse Park                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",26600000.0,280.0,286456.0,477481.0,,1
مجمع صناعي لإنتاج رماد الصودا وكلوريد الكالسيوم                  , صناعي,"ينبع, منطقة المدينة المنورة",2200000000.0,910.0,368638.28018867923,622155.975,,1
مركز التوزيع الوطني لتويوتا                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",1200000000.0,,286456.0,477481.0,,0
مجمع معادن للفوسفات                  , صناعي,"وعد الشمال, منطقة الحدود الشمالية",28000000000.0,1244.0,368638.28018867923,622155.975,,1
محطة رابغ البخارية – 2                  , صناعي,"منطقة مكة المكرمة, رابغ",12753000000.0,1552.0,286456.0,477481.0,,1
مركز معارض الرياض الدولي                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
الفاضلي – Fadhili                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",17625000000.0,1472.0,188521.0,598525.0,,1
محطات التحويل وخطوط النقل الهوائية لنظام نقل مياه ينبع...                  , صناعي,منطقة المدينة المنورة,855379521.0,1293.0,75446.0,74821.0,,1
محطة ينبع لتحلية المياه – المرحلة 3                  , صناعي,"ينبع, منطقة المدينة المنورة",3817065000.0,1471.0,368638.28018867923,622155.975,,1
محطة ينبع للكهرباء – المرحلة 3                  , صناعي,"ينبع, منطقة المدينة المنورة",11231250000.0,1441.0,368638.28018867923,622155.975,,1
مشروع واسط لمعالجة الغاز الطبيعي                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",18400000000.0,1750.0,188521.0,598525.0,,1
نظام شبكة الغاز الرئيسية Master Gas System                  , صناعي,"منطقة المدينة المنورة, منطقة الرياض, المنطقة الشرقية",11812500000.0,1531.0,75446.0,74821.0,,1
محطة الشقيق البخارية – Shuqaiq Steam Power Plant                  , صناعي,"منطقة جازان, الشقيق",12230869650.0,1826.0,52022.0,22115.0,,1
أنظمة نقل المياه ينبع المدينة المنورة – المرحلة 3                  , صناعي,منطقة المدينة المنورة,2295189901.0,,75446.0,74821.0,,0
محطة راس الخير                  , صناعي,"المنطقة الشرقية, رأس الخير",15670000000.0,1545.0,188521.0,598525.0,,1
محطة توليد جنوب جدة البخارية – Jeddah South Thermal Power Plant                  , صناعي,"منطقة مكة المكرمة, جدة",11958206580.0,1385.0,286456.0,477481.0,,1
محطة توليد الطاقة الكهربائية المركبة المتكاملة في وعد...                  , صناعي,"وعد الشمال, منطقة الحدود الشمالية",4666000000.0,1096.0,368638.28018867923,622155.975,,1
محطة توليد الكهرباء الثانية عشر بالرياض                  , صناعي,"منطقة الرياض, الرياض",5900000000.0,1095.0,732297.0,1159997.0,,1
محطة توليد الكهرباء الثالثة عشر بالرياض                  , صناعي,"منطقة الرياض, الرياض",10000000000.0,1096.0,732297.0,1159997.0,,1
مصنع الريف للسكر – AlReef Sugar Refinery                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",1200000000.0,589.0,52022.0,22115.0,,1
محطة توليد ضبا الخضراء – The Green Duba Generating Station                  , صناعي,"منطقة تبوك, ضبا",2500000000.0,883.0,33731.0,22283.0,,1
محطة التوليد الرابعة عشر بالرياض                  , صناعي,"منطقة الرياض, الرياض",5633000000.0,1096.0,732297.0,1159997.0,,1
مجمع الملك سلمان العالمي للصناعات والخدمات البحرية في...                  , صناعي,"المنطقة الشرقية, رأس الخير",22500000000.0,1247.0,188521.0,598525.0,,1
مدينة الملك عبدالله للطاقة الذرية والمتجددة                  , صناعي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
الوادي الصناعي – The Industrial Valley                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",,5843.0,286456.0,477481.0,,0
مدينة الملك عبد الله الاقتصادية – KAEC                  , صناعي,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية",375000000000.0,9495.0,286456.0,477481.0,,0
المدينة الجامعية لجامعة الملك سعود بن عبدالعزيز للعلو�...                  , صناعي,"المنطقة الشرقية, الأحساء",,2358.0,188521.0,598525.0,,0
مصنع أجا للصناعات الدوائية- حائل                  , صناعي,"منطقة حائل, حائل",250000000.0,,43636.0,17276.0,,0
استكمال تطوير المدينة الصناعية بالمدينة المنورة                  , صناعي,"منطقة المدينة المنورة, المدينة المنورة",85000000.0,,75446.0,74821.0,,0
مدينة سدير للصناعة والأعمال – Sudair City for Industry and Businesses...                  , صناعي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",,,732297.0,1159997.0,,0
مصنع أصباغ همبل                  , صناعي,"منطقة مكة المكرمة, جدة",49870000.0,,286456.0,477481.0,,1
مصفاة ساتورب – SATORP                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",45000000000.0,1795.0,188521.0,598525.0,,1
إندسكوم الدمام – Indus-Comm Dammam                  , صناعي,"المنطقة الشرقية, الدمام",,,188521.0,598525.0,,0
